facility_name,trial_stage,bag_set,bag_number,product_name,percent_residual
Facility 5 (EASP),First Removal,C (yellow),8,CPLA Hot Cup Lid,
Facility 5 (EASP),First Removal,C (yellow),9,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,A (blue),2,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,A (blue),3,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,A (blue),5,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,A (blue),7,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,A (blue),9,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,B (green),1,CPLA Hot Cup Lid,0.0%
Facility 5 (EASP),Second Removal,B (green),10,CPLA Hot Cup Lid,0.0%
Facility 5 (EASP),Second Removal,B (green),3,CPLA Hot Cup Lid,0.0%
Facility 5 (EASP),Second Removal,B (green),4,CPLA Hot Cup Lid,0.0%
Facility 5 (EASP),Second Removal,B (green),8,CPLA Hot Cup Lid,0.0%
Facility 5 (EASP),Second Removal,C (yellow),1,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,C (yellow),2,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,C (yellow),4,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,C (yellow),5,CPLA Hot Cup Lid,
Facility 5 (EASP),Second Removal,C (yellow),6,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,A (blue),10,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,A (blue),6,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,A (blue),7,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,A (blue),8,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,A (blue),9,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,B (green),10,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,B (green),6,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,B (green),7,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,B (green),8,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,B (green),9,CPLA Hot Cup Lid,
Facility 6 (CASP),First Removal,C (yellow),10,CPLA Hot Cup Lid,70.6%
Facility 6 (CASP),First Removal,C (yellow),6,CPLA Hot Cup Lid,36.5%
Facility 6 (CASP),First Removal,C (yellow),7,CPLA Hot Cup Lid,31.4%
Facility 6 (CASP),First Removal,C (yellow),8,CPLA Hot Cup Lid,2.8%
Facility 6 (CASP),First Removal,C (yellow),9,CPLA Hot Cup Lid,27.6%
Facility 6 (CASP),Second Removal,A (blue),1,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,A (blue),2,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,A (blue),4,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,A (blue),5,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,B (green),1,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,B (green),2,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,B (green),3,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,B (green),4,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,B (green),5,CPLA Hot Cup Lid,
Facility 6 (CASP),Second Removal,C (yellow),1,CPLA Hot Cup Lid,0.0%
Facility 6 (CASP),Second Removal,C (yellow),2,CPLA Hot Cup Lid,0.0%
Facility 6 (CASP),Second Removal,C (yellow),3,CPLA Hot Cup Lid,0.0%
Facility 6 (CASP),Second Removal,C (yellow),4,CPLA Hot Cup Lid,0.0%
Facility 6 (CASP),Second Removal,C (yellow),5,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),First Removal,A (blue),1,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,A (blue),10,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,A (blue),4,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,A (blue),5,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,A (blue),7,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,B (green),2,CPLA Hot Cup Lid,5.8%
Facility 7 (CASP),First Removal,B (green),3,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),First Removal,B (green),4,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),First Removal,B (green),8,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),First Removal,B (green),9,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),First Removal,C (yellow),10,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,C (yellow),5,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,C (yellow),7,CPLA Hot Cup Lid,
Facility 7 (CASP),First Removal,C (yellow),8,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,A (blue),2,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,A (blue),3,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,A (blue),6,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,A (blue),8,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,A (blue),9,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,B (green),1,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),Second Removal,B (green),5,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),Second Removal,B (green),6,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),Second Removal,B (green),7,CPLA Hot Cup Lid,0.0%
Facility 7 (CASP),Second Removal,C (yellow),1,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,C (yellow),2,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,C (yellow),3,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,C (yellow),6,CPLA Hot Cup Lid,
Facility 7 (CASP),Second Removal,C (yellow),9,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,A (blue),1,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,A (blue),2,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,A (blue),3,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,A (blue),4,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,A (blue),5,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,B (green),1,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),First Removal,B (green),2,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),First Removal,B (green),3,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),First Removal,B (green),4,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),First Removal,B (green),5,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),First Removal,C (yellow),1,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,C (yellow),2,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,C (yellow),3,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,C (yellow),4,CPLA Hot Cup Lid,
Facility 8 (ASP),First Removal,C (yellow),5,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,A (blue),10,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,A (blue),6,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,A (blue),7,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,A (blue),8,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,A (blue),9,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,B (green),10,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),Second Removal,B (green),6,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),Second Removal,B (green),7,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),Second Removal,B (green),8,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),Second Removal,B (green),9,CPLA Hot Cup Lid,0.0%
Facility 8 (ASP),Second Removal,C (yellow),10,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,C (yellow),6,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,C (yellow),7,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,C (yellow),8,CPLA Hot Cup Lid,
Facility 8 (ASP),Second Removal,C (yellow),9,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,A (blue),10,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,A (blue),2,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,A (blue),4,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,A (blue),6,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,A (blue),9,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,B (green),1,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),First Removal,B (green),2,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),First Removal,B (green),4,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),First Removal,B (green),5,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),First Removal,B (green),6,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),First Removal,C (yellow),1,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,C (yellow),2,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,C (yellow),3,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,C (yellow),4,CPLA Hot Cup Lid,
Facility 9 (EASP),First Removal,C (yellow),5,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,A (blue),1,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,A (blue),3,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,A (blue),5,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,A (blue),7,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,A (blue),8,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,B (green),10,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),Second Removal,B (green),3,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),Second Removal,B (green),7,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),Second Removal,B (green),8,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),Second Removal,B (green),9,CPLA Hot Cup Lid,0.0%
Facility 9 (EASP),Second Removal,C (yellow),10,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,C (yellow),6,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,C (yellow),7,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,C (yellow),8,CPLA Hot Cup Lid,
Facility 9 (EASP),Second Removal,C (yellow),9,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,A (blue),2,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,A (blue),4,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,A (blue),6,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,A (blue),7,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,A (blue),9,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,B (green),10,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),First Removal,B (green),2,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),First Removal,B (green),4,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),First Removal,B (green),6,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),First Removal,B (green),7,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),First Removal,C (yellow),1,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,C (yellow),3,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,C (yellow),5,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,C (yellow),6,CPLA Hot Cup Lid,
Facility 10 (Windrow),First Removal,C (yellow),7,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,A (blue),1,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,A (blue),10,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,A (blue),3,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,A (blue),5,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,A (blue),8,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,B (green),1,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),Second Removal,B (green),3,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),Second Removal,B (green),5,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),Second Removal,B (green),9,CPLA Hot Cup Lid,0.0%
Facility 10 (Windrow),Second Removal,C (yellow),10,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,C (yellow),2,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,C (yellow),4,CPLA Hot Cup Lid,
Facility 10 (Windrow),Second Removal,C (yellow),9,CPLA Hot Cup Lid,
Facility 3 (EASP),First Removal,(blank),(blank),CPLA Hot Cup Lid,0.1%
Facility 3 (EASP),Second Removal,(blank),(blank),CPLA Hot Cup Lid,0.0%
Facility 4 (In-Vessel),First Removal,(blank),(blank),CPLA Hot Cup Lid,0.4%
Facility 4 (In-Vessel),Second Removal,(blank),(blank),CPLA Hot Cup Lid,0.1%
Facility 1 ( Windrow),First Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,B (green),10,PLA-lined Bagasse Bowl 300mL,84.0%
Facility 1 ( Windrow),First Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,80.4%
Facility 1 ( Windrow),First Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,81.4%
Facility 1 ( Windrow),First Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,71.8%
Facility 1 ( Windrow),First Removal,B (green),9,PLA-lined Bagasse Bowl 300mL,75.8%
Facility 1 ( Windrow),First Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,C (yellow),8,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),First Removal,C (yellow),9,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,A (blue),1,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,A (blue),2,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,A (blue),3,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,A (blue),4,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,A (blue),5,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,B (green),1,PLA-lined Bagasse Bowl 300mL,52.6%
Facility 1 ( Windrow),Second Removal,B (green),2,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 1 ( Windrow),Second Removal,B (green),3,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 1 ( Windrow),Second Removal,B (green),4,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 1 ( Windrow),Second Removal,B (green),5,PLA-lined Bagasse Bowl 300mL,61.1%
Facility 1 ( Windrow),Second Removal,C (yellow),1,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,C (yellow),2,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,C (yellow),4,PLA-lined Bagasse Bowl 300mL,
Facility 1 ( Windrow),Second Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,A (blue),2,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,A (blue),4,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,A (blue),5,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,B (green),(blank),PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,B (green),1,PLA-lined Bagasse Bowl 300mL,86.0%
Facility 2 (CASP),First Removal,B (green),2,PLA-lined Bagasse Bowl 300mL,72.0%
Facility 2 (CASP),First Removal,B (green),4,PLA-lined Bagasse Bowl 300mL,67.8%
Facility 2 (CASP),First Removal,B (green),5,PLA-lined Bagasse Bowl 300mL,83.4%
Facility 2 (CASP),First Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,88.3%
Facility 2 (CASP),First Removal,C (yellow),1,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,C (yellow),2,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,C (yellow),4,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),First Removal,C (yellow),9,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,A (blue),3,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,B (green),3,PLA-lined Bagasse Bowl 300mL,71.7%
Facility 2 (CASP),Second Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,79.8%
Facility 2 (CASP),Second Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,75.1%
Facility 2 (CASP),Second Removal,B (green),9,PLA-lined Bagasse Bowl 300mL,74.3%
Facility 2 (CASP),Second Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 2 (CASP),Second Removal,C (yellow),8,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,A (blue),1,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,A (blue),4,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,B (green),2,PLA-lined Bagasse Bowl 300mL,62.2%
Facility 5 (EASP),First Removal,B (green),5,PLA-lined Bagasse Bowl 300mL,87.4%
Facility 5 (EASP),First Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,86.2%
Facility 5 (EASP),First Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,83.5%
Facility 5 (EASP),First Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,91.8%
Facility 5 (EASP),First Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,C (yellow),8,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),First Removal,C (yellow),9,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,A (blue),2,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,A (blue),3,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,A (blue),5,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,B (green),1,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 5 (EASP),Second Removal,B (green),10,PLA-lined Bagasse Bowl 300mL,18.4%
Facility 5 (EASP),Second Removal,B (green),3,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 5 (EASP),Second Removal,B (green),4,PLA-lined Bagasse Bowl 300mL,85.2%
Facility 5 (EASP),Second Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,20.7%
Facility 5 (EASP),Second Removal,C (yellow),1,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,C (yellow),2,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,C (yellow),4,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 5 (EASP),Second Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,B (green),10,PLA-lined Bagasse Bowl 300mL,84.4%
Facility 6 (CASP),First Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,82.7%
Facility 6 (CASP),First Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,80.3%
Facility 6 (CASP),First Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,85.3%
Facility 6 (CASP),First Removal,B (green),9,PLA-lined Bagasse Bowl 300mL,87.9%
Facility 6 (CASP),First Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,C (yellow),8,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),First Removal,C (yellow),9,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,A (blue),1,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,A (blue),2,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,A (blue),4,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,A (blue),5,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,B (green),1,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 6 (CASP),Second Removal,B (green),2,PLA-lined Bagasse Bowl 300mL,76.7%
Facility 6 (CASP),Second Removal,B (green),3,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 6 (CASP),Second Removal,B (green),4,PLA-lined Bagasse Bowl 300mL,84.5%
Facility 6 (CASP),Second Removal,B (green),5,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 6 (CASP),Second Removal,C (yellow),1,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,C (yellow),2,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,C (yellow),4,PLA-lined Bagasse Bowl 300mL,
Facility 6 (CASP),Second Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,A (blue),1,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,A (blue),10,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,A (blue),4,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,A (blue),5,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,A (blue),7,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,B (green),2,PLA-lined Bagasse Bowl 300mL,67.2%
Facility 7 (CASP),First Removal,B (green),3,PLA-lined Bagasse Bowl 300mL,74.2%
Facility 7 (CASP),First Removal,B (green),4,PLA-lined Bagasse Bowl 300mL,74.9%
Facility 7 (CASP),First Removal,B (green),8,PLA-lined Bagasse Bowl 300mL,24.6%
Facility 7 (CASP),First Removal,B (green),9,PLA-lined Bagasse Bowl 300mL,75.9%
Facility 7 (CASP),First Removal,C (yellow),10,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,C (yellow),5,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,C (yellow),7,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),First Removal,C (yellow),8,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,A (blue),2,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,A (blue),3,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,A (blue),6,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,A (blue),8,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,A (blue),9,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,B (green),1,PLA-lined Bagasse Bowl 300mL,85.5%
Facility 7 (CASP),Second Removal,B (green),5,PLA-lined Bagasse Bowl 300mL,79.8%
Facility 7 (CASP),Second Removal,B (green),6,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 7 (CASP),Second Removal,B (green),7,PLA-lined Bagasse Bowl 300mL,0.0%
Facility 7 (CASP),Second Removal,C (yellow),1,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,C (yellow),2,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,C (yellow),3,PLA-lined Bagasse Bowl 300mL,
Facility 7 (CASP),Second Removal,C (yellow),6,PLA-lined Bagasse Bowl 300mL,
